bidderID;bidderrate;asin;bid;price
2167;261.0;141;215.0;251.11
3183;34.0;141;226.0;251.11
3183;34.0;141;235.0;251.11
752;2.0;141;250.0;251.11
3194;191.0;141;251.11;251.11
2336;6.0;142;215.0;247.5
1227;13.0;142;220.0;247.5
3081;1.0;142;220.0;247.5
3081;1.0;142;225.0;247.5
1304;24.0;142;225.0;247.5
1227;13.0;142;240.0;247.5
1304;24.0;142;245.0;247.5
1227;13.0;142;245.0;247.5
1227;13.0;142;247.5;247.5
3321;2.0;143;155.0;237.5
1490;38.0;143;160.01;237.5
1447;1.0;143;165.01;237.5
1447;1.0;143;175.0;237.5
1447;1.0;143;190.0;237.5
2094;7.0;143;200.0;237.5
1447;1.0;143;200.0;237.5
213;1.0;143;203.0;237.5
213;1.0;143;208.0;237.5
2602;23.0;143;210.0;237.5
213;1.0;143;213.0;237.5
213;1.0;143;218.0;237.5
213;1.0;143;223.0;237.5
501;161.0;143;225.01;237.5
213;1.0;143;227.51;237.5
213;1.0;143;232.51;237.5
3081;1.0;143;235.0;237.5
213;1.0;143;237.5;237.5
1805;416.0;144;50.0;232.5
392;1.0;144;75.0;232.5
1805;416.0;144;76.0;232.5
1805;416.0;144;99.99;232.5
392;1.0;144;100.0;232.5
3342;441.0;144;120.0;232.5
548;25.0;144;125.0;232.5
548;25.0;144;140.0;232.5
548;25.0;144;150.0;232.5
1977;0.0;144;155.0;232.5
1522;8.0;144;160.0;232.5
1977;0.0;144;160.0;232.5
1977;0.0;144;162.5;232.5
1447;1.0;144;170.0;232.5
1447;1.0;144;175.0;232.5
1447;1.0;144;180.0;232.5
1447;1.0;144;190.0;232.5
3255;15.0;144;200.0;232.5
1447;1.0;144;200.0;232.5
1510;5.0;144;220.0;232.5
1868;62.0;144;225.0;232.5
1510;5.0;144;230.0;232.5
752;2.0;144;232.5;232.5
276;3.0;145;130.0;242.5
211;91.0;145;135.0;242.5
409;16.0;145;140.0;242.5
2062;2.0;145;150.0;242.5
213;1.0;145;152.5;242.5
2586;0.0;145;160.0;242.5
2344;2.0;145;170.0;242.5
2586;0.0;145;170.0;242.5
2586;0.0;145;173.0;242.5
2586;0.0;145;178.0;242.5
2586;0.0;145;183.0;242.5
2586;0.0;145;188.0;242.5
2586;0.0;145;193.0;242.5
862;308.0;145;198.0;242.5
586;49.0;145;225.0;242.5
3230;2.0;145;230.0;242.5
3230;2.0;145;240.0;242.5
2351;9.0;145;242.5;242.5
3230;2.0;146;230.0;250.0
3230;2.0;146;240.0;250.0
902;5.0;146;250.0;250.0
3230;2.0;146;250.0;250.0
1554;9.0;147;39.0;240.0
2823;18.0;147;41.0;240.0
2789;0.0;147;50.0;240.0
2789;0.0;147;52.0;240.0
2789;0.0;147;54.0;240.0
2789;0.0;147;56.0;240.0
2789;0.0;147;59.0;240.0
2789;0.0;147;61.0;240.0
2789;0.0;147;65.0;240.0
2789;0.0;147;70.0;240.0
2789;0.0;147;75.0;240.0
2789;0.0;147;80.0;240.0
2789;0.0;147;82.0;240.0
2789;0.0;147;84.0;240.0
2789;0.0;147;90.0;240.0
2789;0.0;147;95.0;240.0
2789;0.0;147;100.0;240.0
2789;0.0;147;105.0;240.0
1522;8.0;147;150.0;240.0
207;41.0;147;165.0;240.0
1522;8.0;147;170.0;240.0
207;41.0;147;175.0;240.0
528;43.0;147;189.69;240.0
2222;67.0;147;195.0;240.0
2354;1.0;147;200.0;240.0
501;161.0;147;200.01;240.0
2354;1.0;147;203.0;240.0
2310;70.0;147;205.05;240.0
2782;12.0;147;215.0;240.0
3081;1.0;147;225.0;240.0
1510;5.0;147;230.0;240.0
3081;1.0;147;235.0;240.0
2198;0.0;147;235.0;240.0
3081;1.0;147;240.0;240.0
2198;0.0;147;240.0;240.0
2789;0.0;148;65.0;237.5
2789;0.0;148;70.0;237.5
1251;35.0;148;84.0;237.5
1735;59.0;148;95.0;237.5
661;28.0;148;100.0;237.5
653;2.0;148;103.0;237.5
661;28.0;148;150.0;237.5
2418;2.0;148;155.0;237.5
1522;8.0;148;170.0;237.5
1490;38.0;148;175.01;237.5
2668;12.0;148;175.52;237.5
2782;12.0;148;185.0;237.5
2172;4.0;148;190.0;237.5
2782;12.0;148;210.0;237.5
3081;1.0;148;225.0;237.5
3081;1.0;148;235.0;237.5
3313;15.0;148;237.5;237.5
1837;11.0;149;200.0;259.02
355;1.0;149;205.0;259.02
355;1.0;149;220.0;259.02
3183;34.0;149;225.0;259.02
2488;15.0;149;225.0;259.02
2488;15.0;149;230.0;259.02
2488;15.0;149;235.0;259.02
335;3.0;149;235.66;259.02
2488;15.0;149;238.66;259.02
1837;11.0;149;241.99;259.02
2488;15.0;149;243.66;259.02
335;3.0;149;250.67;259.02
1987;187.0;149;254.02;259.02
2505;64.0;149;259.02;259.02
966;1.0;150;259.0;280.0
2962;-1.0;150;265.0;280.0
3279;179.0;150;275.0;280.0
2962;-1.0;150;275.0;280.0
2962;-1.0;150;280.0;280.0
2029;2.0;151;2.5;280.0
2029;2.0;151;5.0;280.0
2029;2.0;151;25.0;280.0
2029;2.0;151;50.0;280.0
2029;2.0;151;60.0;280.0
2029;2.0;151;70.0;280.0
2029;2.0;151;75.0;280.0
548;25.0;151;100.0;280.0
2029;2.0;151;100.0;280.0
1522;8.0;151;188.0;280.0
548;25.0;151;200.0;280.0
1841;0.0;151;220.0;280.0
501;161.0;151;230.0;280.0
1841;0.0;151;250.0;280.0
72;8.0;151;250.0;280.0
2778;191.0;151;258.0;280.0
1841;0.0;151;265.0;280.0
2778;191.0;151;274.33;280.0
1841;0.0;151;275.0;280.0
2778;191.0;151;280.0;280.0
2581;122.0;152;190.13;260.0
178;0.0;152;195.13;260.0
548;25.0;152;200.0;260.0
178;0.0;152;200.15;260.0
2289;36.0;152;202.65;260.0
854;2.0;152;205.15;260.0
548;25.0;152;225.0;260.0
72;8.0;152;245.0;260.0
726;10.0;152;250.0;260.0
548;25.0;152;250.0;260.0
548;25.0;152;255.0;260.0
726;10.0;152;260.0;260.0
414;2.0;153;20.0;253.0
1303;309.0;153;21.0;253.0
931;1.0;153;25.32;253.0
1339;24.0;153;30.0;253.0
2609;44.0;153;55.0;253.0
1961;11.0;153;60.0;253.0
939;27.0;153;76.01;253.0
470;1.0;153;80.0;253.0
862;308.0;153;100.0;253.0
470;1.0;153;100.0;253.0
3365;0.0;153;105.0;253.0
3365;0.0;153;130.0;253.0
401;2.0;153;142.0;253.0
3365;0.0;153;150.0;253.0
1868;62.0;153;150.0;253.0
72;8.0;153;200.0;253.0
726;10.0;153;200.0;253.0
726;10.0;153;220.0;253.0
726;10.0;153;240.0;253.0
72;8.0;153;250.0;253.0
2954;29.0;153;253.0;253.0
1001;8.0;154;11.0;240.0
983;2.0;154;50.0;240.0
2169;0.0;154;50.0;240.0
2057;16.0;154;52.0;240.0
2169;0.0;154;55.0;240.0
2057;16.0;154;55.0;240.0
2169;0.0;154;60.0;240.0
2812;25.0;154;100.0;240.0
663;53.0;154;120.0;240.0
741;1.0;154;150.0;240.0
741;1.0;154;170.0;240.0
741;1.0;154;180.0;240.0
1151;0.0;154;187.5;240.0
1027;17.0;154;212.57;240.0
1578;0.0;154;217.57;240.0
401;2.0;154;220.01;240.0
1578;0.0;154;222.51;240.0
1578;0.0;154;230.01;240.0
302;1.0;154;235.0;240.0
1578;0.0;154;237.5;240.0
302;1.0;154;240.0;240.0
1961;11.0;155;20.0;234.01
1961;11.0;155;30.0;234.01
1961;11.0;155;40.0;234.01
1961;11.0;155;50.0;234.01
1961;11.0;155;60.0;234.01
1961;11.0;155;65.0;234.01
1961;11.0;155;70.0;234.01
1961;11.0;155;75.0;234.01
3217;429.0;155;79.87;234.01
2459;15.0;155;100.0;234.01
3217;429.0;155;108.78;234.01
2459;15.0;155;125.0;234.01
1802;58.0;155;147.52;234.01
2459;15.0;155;150.0;234.01
2175;8.0;155;200.01;234.01
548;25.0;155;206.0;234.01
1438;8.0;155;221.51;234.01
542;137.0;155;225.55;234.01
2922;1.0;155;230.55;234.01
1438;8.0;155;231.51;234.01
2922;1.0;155;234.01;234.01
239;266.0;156;15.0;252.51
2029;2.0;156;150.0;252.51
2437;0.0;156;200.0;252.51
72;8.0;156;200.0;252.51
72;8.0;156;225.0;252.51
1219;3.0;156;230.0;252.51
542;137.0;156;245.0;252.51
542;137.0;156;250.0;252.51
509;7.0;156;252.51;252.51
966;1.0;157;255.0;270.0
966;1.0;157;265.0;270.0
1716;2.0;157;270.0;270.0
1192;0.0;158;102.0;233.02
1490;38.0;158;125.01;233.02
2921;0.0;158;160.0;233.02
1586;52.0;158;222.21;233.02
542;137.0;158;225.55;233.02
401;2.0;158;230.55;233.02
1586;52.0;158;233.02;233.02
1961;11.0;159;20.0;222.5
2516;0.0;159;25.0;222.5
1961;11.0;159;30.0;222.5
1961;11.0;159;35.0;222.5
1961;11.0;159;40.0;222.5
1961;11.0;159;45.0;222.5
1961;11.0;159;50.0;222.5
2459;15.0;159;100.0;222.5
2459;15.0;159;105.0;222.5
2516;0.0;159;120.0;222.5
2958;11.0;159;120.0;222.5
2958;11.0;159;135.0;222.5
641;0.0;159;150.0;222.5
641;0.0;159;175.0;222.5
1102;5.0;159;180.0;222.5
2222;67.0;159;181.0;222.5
2497;0.0;159;185.0;222.5
2466;38.0;159;200.0;222.5
2466;38.0;159;210.0;222.5
2466;38.0;159;215.0;222.5
2466;38.0;159;220.0;222.5
1102;5.0;159;222.5;222.5
3356;89.0;160;1.0;213.5
1961;11.0;160;30.0;213.5
139;9.0;160;32.0;213.5
3235;9.0;160;65.0;213.5
2158;1.0;160;70.0;213.5
2158;1.0;160;72.0;213.5
2029;2.0;160;75.0;213.5
401;2.0;160;125.0;213.5
401;2.0;160;145.01;213.5
641;0.0;160;150.0;213.5
2369;11.0;160;155.0;213.5
1110;2.0;160;155.0;213.5
1110;2.0;160;160.0;213.5
2369;11.0;160;165.0;213.5
2369;11.0;160;185.0;213.5
210;75.0;160;200.01;213.5
2369;11.0;160;202.5;213.5
324;0.0;160;205.0;213.5
2369;11.0;160;210.0;213.5
501;161.0;160;211.0;213.5
2369;11.0;160;213.5;213.5
2207;0.0;161;3.0;217.5
1961;11.0;161;5.0;217.5
1961;11.0;161;10.0;217.5
1961;11.0;161;15.0;217.5
2207;0.0;161;20.0;217.5
1961;11.0;161;20.0;217.5
1961;11.0;161;22.0;217.5
1543;1.0;161;40.0;217.5
1543;1.0;161;70.0;217.5
1543;1.0;161;75.0;217.5
2029;2.0;161;100.0;217.5
93;2.0;161;121.0;217.5
862;308.0;161;130.0;217.5
3274;12.0;161;135.0;217.5
2497;0.0;161;150.0;217.5
1918;39.0;161;175.99;217.5
2497;0.0;161;199.0;217.5
3274;12.0;161;200.0;217.5
1825;6.0;161;215.0;217.5
3183;34.0;161;217.5;217.5
3356;89.0;162;1.0;207.5
139;9.0;162;1.51;207.5
1458;7.0;162;10.0;207.5
139;9.0;162;15.0;207.5
3092;6.0;162;30.0;207.5
1001;8.0;162;35.22;207.5
139;9.0;162;60.0;207.5
139;9.0;162;70.0;207.5
2029;2.0;162;100.0;207.5
2551;13.0;162;100.0;207.5
2946;0.0;162;105.0;207.5
2946;0.0;162;110.0;207.5
2946;0.0;162;115.0;207.5
2946;0.0;162;120.0;207.5
93;2.0;162;121.0;207.5
2946;0.0;162;123.5;207.5
2946;0.0;162;130.0;207.5
2946;0.0;162;135.0;207.5
2946;0.0;162;140.0;207.5
741;1.0;162;150.0;207.5
2946;0.0;162;150.0;207.5
2946;0.0;162;160.0;207.5
348;114.0;162;180.0;207.5
1966;0.0;162;190.0;207.5
348;114.0;162;200.0;207.5
741;1.0;162;205.0;207.5
1818;4.0;162;207.5;207.5
1458;7.0;163;10.0;208.01
931;1.0;163;12.76;208.01
139;9.0;163;15.0;208.01
931;1.0;163;19.84;208.01
139;9.0;163;50.0;208.01
350;1.0;163;55.0;208.01
350;1.0;163;75.0;208.01
2029;2.0;163;100.0;208.01
350;1.0;163;100.0;208.01
93;2.0;163;121.0;208.01
350;1.0;163;150.0;208.01
1825;6.0;163;175.0;208.01
348;114.0;163;200.0;208.01
741;1.0;163;205.0;208.01
614;1.0;163;205.51;208.01
741;1.0;163;208.01;208.01
3356;89.0;164;1.0;213.5
1543;1.0;164;40.0;213.5
139;9.0;164;42.0;213.5
3235;9.0;164;65.0;213.5
1138;7.0;164;70.0;213.5
2029;2.0;164;75.0;213.5
2623;0.0;164;75.0;213.5
2174;6.0;164;76.0;213.5
2174;6.0;164;80.0;213.5
2029;2.0;164;100.0;213.5
401;2.0;164;135.56;213.5
2029;2.0;164;145.0;213.5
584;38.0;164;153.88;213.5
1714;0.0;164;155.0;213.5
1110;2.0;164;161.0;213.5
1022;21.0;164;170.0;213.5
1102;5.0;164;180.0;213.5
2063;19.0;164;190.0;213.5
2063;19.0;164;200.0;213.5
501;161.0;164;211.0;213.5
1102;5.0;164;213.5;213.5
1458;7.0;165;40.0;210.0
2132;2.0;165;50.0;210.0
1961;11.0;165;50.0;210.0
2132;2.0;165;52.0;210.0
1961;11.0;165;55.0;210.0
2132;2.0;165;75.0;210.0
2132;2.0;165;102.5;210.0
2132;2.0;165;126.5;210.0
2132;2.0;165;142.5;210.0
2029;2.0;165;145.0;210.0
862;308.0;165;150.0;210.0
2132;2.0;165;157.0;210.0
2132;2.0;165;175.0;210.0
862;308.0;165;180.0;210.0
2132;2.0;165;200.0;210.0
614;1.0;165;204.51;210.0
2132;2.0;165;210.0;210.0
431;25.0;165;210.0;210.0
3182;8.0;166;125.0;255.0
1214;45.0;166;160.0;255.0
3061;0.0;166;175.5;255.0
636;341.0;166;200.0;255.0
3061;0.0;166;200.0;255.0
3061;0.0;166;225.0;255.0
636;341.0;166;230.0;255.0
1575;29.0;166;230.0;255.0
636;341.0;166;236.0;255.0
1575;29.0;166;250.0;255.0
636;341.0;166;250.0;255.0
2560;42.0;166;255.0;255.0
262;18.0;167;199.99;199.99
721;79.0;168;1.0;270.0
1041;2.0;168;5.0;270.0
1727;102.0;168;71.0;270.0
2544;1.0;168;85.0;270.0
2544;1.0;168;100.0;270.0
2544;1.0;168;125.0;270.0
1041;2.0;168;130.0;270.0
1041;2.0;168;140.0;270.0
1041;2.0;168;150.0;270.0
614;1.0;168;175.5;270.0
528;43.0;168;179.69;270.0
862;308.0;168;185.0;270.0
614;1.0;168;202.5;270.0
1809;52.0;168;202.51;270.0
614;1.0;168;210.58;270.0
614;1.0;168;215.58;270.0
3183;34.0;168;220.58;270.0
501;161.0;168;230.01;270.0
1809;52.0;168;235.0;270.0
2035;7.0;168;235.01;270.0
221;2.0;168;237.51;270.0
2035;7.0;168;240.01;270.0
221;2.0;168;245.51;270.0
2919;5.0;168;250.0;270.0
509;7.0;168;263.47;270.0
509;7.0;168;265.0;270.0
1707;216.0;168;270.0;270.0
2059;3.0;169;20.0;260.0
1458;7.0;169;30.0;260.0
2059;3.0;169;70.0;260.0
2059;3.0;169;85.0;260.0
2059;3.0;169;100.0;260.0
93;2.0;169;101.0;260.0
2059;3.0;169;105.0;260.0
93;2.0;169;121.0;260.0
1792;19.0;169;130.0;260.0
2029;2.0;169;150.0;260.0
862;308.0;169;150.0;260.0
2289;36.0;169;155.0;260.0
2289;36.0;169;160.0;260.0
1600;5.0;169;185.0;260.0
1614;1.0;169;200.0;260.0
614;1.0;169;200.51;260.0
1943;0.0;169;204.0;260.0
1388;1.0;169;209.0;260.0
2035;7.0;169;210.0;260.0
1388;1.0;169;214.0;260.0
2035;7.0;169;215.0;260.0
1388;1.0;169;219.0;260.0
2035;7.0;169;220.0;260.0
1388;1.0;169;222.5;260.0
85;17.0;169;250.0;260.0
85;17.0;169;260.0;260.0
1444;0.0;170;5.0;207.6
1444;0.0;170;15.0;207.6
1444;0.0;170;20.0;207.6
1458;7.0;170;30.0;207.6
2158;1.0;170;63.0;207.6
1074;14.0;170;75.0;207.6
2029;2.0;170;100.0;207.6
93;2.0;170;121.0;207.6
93;2.0;170;131.0;207.6
93;2.0;170;141.0;207.6
2029;2.0;170;150.0;207.6
996;0.0;170;180.0;207.6
996;0.0;170;190.0;207.6
993;29.0;170;200.0;207.6
2207;0.0;170;205.1;207.6
1219;3.0;170;207.6;207.6
2817;2.0;171;5.0;210.01
1458;7.0;171;10.0;210.01
1001;8.0;171;20.0;210.01
1001;8.0;171;22.88;210.01
1001;8.0;171;35.0;210.01
1001;8.0;171;38.0;210.01
1001;8.0;171;42.0;210.01
93;2.0;171;88.0;210.01
93;2.0;171;101.0;210.01
2946;0.0;171;110.0;210.01
2946;0.0;171;120.0;210.01
2946;0.0;171;130.0;210.01
350;1.0;171;150.0;210.01
1001;8.0;171;150.01;210.01
348;114.0;171;180.0;210.01
1001;8.0;171;180.01;210.01
348;114.0;171;190.0;210.01
614;1.0;171;209.51;210.01
401;2.0;171;210.01;210.01
1571;5.0;172;205.0;212.5
2976;0.0;172;210.0;212.5
1571;5.0;172;210.0;212.5
1571;5.0;172;212.5;212.5
2411;0.0;173;200.0;202.5
3312;26.0;173;200.0;202.5
2550;28.0;173;202.5;202.5
2207;0.0;174;5.52;255.25
888;0.0;174;100.0;255.25
2147;171.0;174;100.0;255.25
888;0.0;174;110.0;255.25
888;0.0;174;115.0;255.25
2147;171.0;174;125.0;255.25
832;1.0;174;125.0;255.25
1853;3.0;174;130.0;255.25
1853;3.0;174;140.0;255.25
832;1.0;174;150.0;255.25
1853;3.0;174;160.0;255.25
896;9.0;174;160.0;255.25
896;9.0;174;170.0;255.25
896;9.0;174;175.0;255.25
896;9.0;174;180.0;255.25
896;9.0;174;190.0;255.25
737;1.0;174;195.0;255.25
737;1.0;174;200.0;255.25
993;29.0;174;201.0;255.25
2846;46.0;174;210.0;255.25
3117;2.0;174;240.0;255.25
57;74.0;174;245.25;255.25
2893;11.0;174;250.0;255.25
3386;8.0;174;250.25;255.25
2893;11.0;174;255.25;255.25
3307;12.0;175;200.0;255.0
1650;4.0;175;205.0;255.0
1650;4.0;175;215.0;255.0
1650;4.0;175;220.0;255.0
993;29.0;175;240.0;255.0
3295;3.0;175;240.0;255.0
3295;3.0;175;250.0;255.0
72;8.0;175;250.0;255.0
72;8.0;175;255.0;255.0
436;46.0;176;12.0;212.5
2784;109.0;176;13.0;212.5
1100;27.0;176;15.5;212.5
1100;27.0;176;20.0;212.5
1100;27.0;176;25.0;212.5
1100;27.0;176;30.0;212.5
1100;27.0;176;34.5;212.5
2057;16.0;176;37.0;212.5
2057;16.0;176;40.0;212.5
2057;16.0;176;45.0;212.5
1100;27.0;176;49.0;212.5
2390;2.0;176;53.0;212.5
2390;2.0;176;65.0;212.5
2377;109.0;176;66.0;212.5
251;204.0;176;70.0;212.5
2390;2.0;176;75.0;212.5
731;7.0;176;75.0;212.5
731;7.0;176;90.0;212.5
1100;27.0;176;100.0;212.5
1879;2.0;176;105.01;212.5
1879;2.0;176;121.01;212.5
2459;15.0;176;125.0;212.5
1879;2.0;176;126.01;212.5
360;13.0;176;130.5;212.5
1100;27.0;176;135.0;212.5
2459;15.0;176;150.0;212.5
731;7.0;176;151.0;212.5
360;13.0;176;155.5;212.5
2459;15.0;176;175.0;212.5
1906;1.0;176;200.0;212.5
960;321.0;176;210.0;212.5
3308;7.0;176;210.0;212.5
3308;7.0;176;212.5;212.5
2335;5.0;177;232.5;235.0
1153;29.0;177;235.0;235.0
636;341.0;178;255.0;260.0
2053;18.0;178;260.0;260.0
3273;39.0;179;50.0;227.5
3273;39.0;179;75.0;227.5
3273;39.0;179;100.0;227.5
3141;18.0;179;102.07;227.5
2786;7.0;179;120.0;227.5
1815;1.0;179;150.0;227.5
1815;1.0;179;155.0;227.5
3141;18.0;179;156.03;227.5
1815;1.0;179;160.0;227.5
737;1.0;179;161.03;227.5
3001;78.0;179;176.55;227.5
3001;78.0;179;189.98;227.5
2537;15.0;179;200.0;227.5
3001;78.0;179;200.33;227.5
2537;15.0;179;205.33;227.5
1517;7.0;179;210.0;227.5
1573;176.0;179;225.0;227.5
1176;49.0;179;227.5;227.5
3047;186.0;180;10.0;227.5
3047;186.0;180;15.0;227.5
2057;16.0;180;40.0;227.5
983;2.0;180;50.0;227.5
2926;7.0;180;69.02;227.5
2926;7.0;180;75.09;227.5
2926;7.0;180;77.09;227.5
2926;7.0;180;82.03;227.5
2926;7.0;180;87.02;227.5
2926;7.0;180;90.02;227.5
2926;7.0;180;93.02;227.5
1897;8.0;180;100.0;227.5
2926;7.0;180;100.0;227.5
2926;7.0;180;102.53;227.5
1900;0.0;180;105.0;227.5
731;7.0;180;125.0;227.5
731;7.0;180;136.0;227.5
2446;134.0;180;150.0;227.5
731;7.0;180;151.0;227.5
1676;7.0;180;161.0;227.5
1676;7.0;180;166.01;227.5
1676;7.0;180;180.0;227.5
731;7.0;180;197.0;227.5
2178;12.0;180;202.51;227.5
2446;134.0;180;207.51;227.5
792;1.0;180;212.0;227.5
731;7.0;180;218.0;227.5
1369;2.0;180;223.0;227.5
792;1.0;180;225.0;227.5
1369;2.0;180;227.5;227.5
1790;108.0;181;106.0;235.0
2558;19.0;181;111.01;235.0
2558;19.0;181;116.02;235.0
2270;4.0;181;140.0;235.0
2459;15.0;181;150.0;235.0
120;19.0;181;155.0;235.0
120;19.0;181;160.0;235.0
1633;0.0;181;166.0;235.0
2886;1.0;181;175.0;235.0
2459;15.0;181;175.0;235.0
2459;15.0;181;180.0;235.0
2762;1.0;181;180.0;235.0
2762;1.0;181;182.5;235.0
2762;1.0;181;187.5;235.0
2762;1.0;181;192.5;235.0
1358;30.0;181;197.5;235.0
1358;30.0;181;202.5;235.0
1358;30.0;181;207.5;235.0
1358;30.0;181;212.5;235.0
1358;30.0;181;217.5;235.0
1358;30.0;181;222.5;235.0
1219;3.0;181;225.0;235.0
1358;30.0;181;227.5;235.0
2112;0.0;181;232.5;235.0
968;0.0;181;235.0;235.0
2937;77.0;182;215.0;229.04
1833;0.0;182;225.0;229.04
2937;77.0;182;226.54;229.04
1446;59.0;182;229.04;229.04
2304;0.0;183;215.0;215.0
1110;2.0;184;220.0;226.0
683;2.0;184;225.0;226.0
1345;298.0;184;226.0;226.0
2269;6.0;185;20.0;213.05
350;1.0;185;25.0;213.05
350;1.0;185;30.0;213.05
350;1.0;185;40.0;213.05
350;1.0;185;50.0;213.05
350;1.0;185;75.0;213.05
350;1.0;185;100.0;213.05
2029;2.0;185;124.0;213.05
741;1.0;185;135.0;213.05
741;1.0;185;150.0;213.05
741;1.0;185;160.0;213.05
741;1.0;185;170.0;213.05
2906;11.0;185;180.0;213.05
1001;8.0;185;185.0;213.05
1966;0.0;185;200.0;213.05
1966;0.0;185;205.0;213.05
614;1.0;185;205.55;213.05
1966;0.0;185;210.55;213.05
3274;12.0;185;213.05;213.05
2169;0.0;186;50.0;232.5
2169;0.0;186;53.0;232.5
2169;0.0;186;60.0;232.5
2023;42.0;186;67.0;232.5
2169;0.0;186;70.0;232.5
2946;0.0;186;70.0;232.5
2169;0.0;186;75.0;232.5
2946;0.0;186;100.0;232.5
2818;11.0;186;124.0;232.5
2946;0.0;186;150.0;232.5
1278;117.0;186;151.0;232.5
2946;0.0;186;160.0;232.5
887;0.0;186;205.0;232.5
614;1.0;186;208.52;232.5
228;9.0;186;213.52;232.5
228;9.0;186;218.52;232.5
887;0.0;186;220.0;232.5
228;9.0;186;223.52;232.5
1833;0.0;186;229.0;232.5
887;0.0;186;230.0;232.5
1833;0.0;186;232.5;232.5
3047;186.0;187;1.0;232.5
3142;0.0;187;5.0;232.5
3142;0.0;187;6.5;232.5
3142;0.0;187;8.0;232.5
3142;0.0;187;10.0;232.5
1122;20.0;187;19.0;232.5
2946;0.0;187;50.0;232.5
2946;0.0;187;100.0;232.5
401;2.0;187;150.0;232.5
2921;0.0;187;160.0;232.5
401;2.0;187;175.01;232.5
993;29.0;187;200.0;232.5
401;2.0;187;200.01;232.5
993;29.0;187;230.0;232.5
1155;123.0;187;232.5;232.5
266;47.0;188;150.0;255.0
636;341.0;188;155.0;255.0
2789;0.0;188;155.0;255.0
2789;0.0;188;160.0;255.0
2789;0.0;188;165.0;255.0
2789;0.0;188;170.0;255.0
2789;0.0;188;175.0;255.0
2789;0.0;188;180.0;255.0
2789;0.0;188;185.0;255.0
2789;0.0;188;190.0;255.0
2789;0.0;188;195.0;255.0
1119;1.0;188;200.0;255.0
1119;1.0;188;205.0;255.0
636;341.0;188;230.0;255.0
636;341.0;188;250.0;255.0
1119;1.0;188;250.0;255.0
1119;1.0;188;255.0;255.0
636;341.0;189;205.0;255.0
2745;31.0;189;210.0;255.0
2354;1.0;189;211.05;255.0
2745;31.0;189;215.0;255.0
2745;31.0;189;230.0;255.0
636;341.0;189;250.0;255.0
2745;31.0;189;250.0;255.0
2745;31.0;189;255.0;255.0
13;25.0;190;179.99;231.02
1522;8.0;190;200.0;231.02
3060;6.0;190;200.21;231.02
13;25.0;190;210.0;231.02
972;91.0;190;215.51;231.02
972;91.0;190;220.51;231.02
3060;6.0;190;228.52;231.02
2937;77.0;190;231.02;231.02
2689;2.0;191;245.0;245.0
364;5.0;192;30.0;215.03
2390;2.0;192;32.0;215.03
1444;0.0;192;50.0;215.03
1444;0.0;192;55.0;215.03
199;18.0;192;75.0;215.03
2877;17.0;192;77.0;215.03
199;18.0;192;80.0;215.03
199;18.0;192;100.0;215.03
199;18.0;192;120.0;215.03
1521;6.0;192;130.0;215.03
757;21.0;192;132.5;215.03
199;18.0;192;135.0;215.03
757;21.0;192;140.0;215.03
757;21.0;192;145.0;215.03
2270;4.0;192;150.0;215.03
757;21.0;192;155.0;215.03
2173;10.0;192;155.0;215.03
2173;10.0;192;157.5;215.03
757;21.0;192;160.0;215.03
1815;1.0;192;165.0;215.03
3102;233.0;192;183.26;215.03
3102;233.0;192;193.42;215.03
757;21.0;192;198.42;215.03
2173;10.0;192;200.0;215.03
757;21.0;192;210.0;215.03
989;7.0;192;210.0;215.03
1779;9.0;192;212.53;215.03
1155;123.0;192;215.03;215.03
301;68.0;193;5.06;222.5
301;68.0;193;10.11;222.5
301;68.0;193;15.11;222.5
2149;13.0;193;16.22;222.5
1009;21.0;193;25.0;222.5
1009;21.0;193;35.0;222.5
1009;21.0;193;40.0;222.5
675;0.0;193;45.0;222.5
983;2.0;193;50.0;222.5
675;0.0;193;50.0;222.5
675;0.0;193;55.0;222.5
983;2.0;193;60.0;222.5
675;0.0;193;60.0;222.5
675;0.0;193;62.0;222.5
8;95.0;193;68.09;222.5
888;0.0;193;100.0;222.5
3192;44.0;193;120.0;222.5
2215;0.0;193;125.0;222.5
3192;44.0;193;135.0;222.5
2215;0.0;193;140.0;222.5
2154;3.0;193;150.0;222.5
989;7.0;193;165.0;222.5
18;113.0;193;175.0;222.5
2459;15.0;193;175.0;222.5
2459;15.0;193;180.0;222.5
1624;2.0;193;180.0;222.5
1624;2.0;193;185.0;222.5
757;21.0;193;185.0;222.5
757;21.0;193;188.0;222.5
1624;2.0;193;196.0;222.5
18;113.0;193;196.51;222.5
1624;2.0;193;202.0;222.5
1624;2.0;193;207.0;222.5
1624;2.0;193;212.0;222.5
993;29.0;193;220.0;222.5
1624;2.0;193;220.0;222.5
1624;2.0;193;222.5;222.5
1702;7.0;194;230.0;270.0
1702;7.0;194;240.0;270.0
1702;7.0;194;250.0;270.0
1702;7.0;194;260.0;270.0
1702;7.0;194;270.0;270.0
1220;0.0;194;270.0;270.0
41;41.0;195;220.0;242.5
2066;0.0;195;225.0;242.5
2066;0.0;195;230.0;242.5
2066;0.0;195;235.0;242.5
1614;1.0;195;240.0;242.5
2066;0.0;195;240.0;242.5
2066;0.0;195;242.5;242.5
1470;31.0;196;217.5;262.0
1470;31.0;196;236.5;262.0
637;1.0;196;242.0;262.0
