537;49.99;Xbox game console;7 day auction
538;50.0;Xbox game console;7 day auction
539;10.0;Xbox game console;7 day auction
540;89.0;Xbox game console;7 day auction
541;20.0;Xbox game console;7 day auction
543;1.0;Xbox game console;7 day auction
544;0.99;Xbox game console;7 day auction
545;1.99;Xbox game console;7 day auction
549;5.0;Xbox game console;7 day auction
552;0.01;Xbox game console;7 day auction
553;9.99;Xbox game console;7 day auction
554;0.99;Xbox game console;7 day auction
555;79.99;Xbox game console;7 day auction
559;125.0;Xbox game console;7 day auction
575;49.0;Xbox game console;7 day auction
576;39.99;Xbox game console;7 day auction
577;85.0;Xbox game console;7 day auction
585;0.99;Xbox game console;7 day auction
586;89.0;Xbox game console;7 day auction
587;80.0;Xbox game console;7 day auction
588;19.99;Xbox game console;7 day auction
589;0.99;Xbox game console;7 day auction
590;0.99;Xbox game console;7 day auction
597;9.99;Xbox game console;7 day auction
598;24.99;Xbox game console;7 day auction
599;100.0;Xbox game console;7 day auction
600;9.99;Xbox game console;7 day auction
601;75.0;Xbox game console;7 day auction
602;1.0;Xbox game console;7 day auction
603;24.99;Xbox game console;7 day auction
604;9.99;Xbox game console;7 day auction
605;29.99;Xbox game console;7 day auction
606;99.0;Xbox game console;7 day auction
607;1.0;Xbox game console;7 day auction
608;50.0;Xbox game console;7 day auction
609;40.0;Xbox game console;7 day auction
610;50.0;Xbox game console;7 day auction
611;55.0;Xbox game console;7 day auction
612;55.0;Xbox game console;7 day auction
613;0.01;Xbox game console;7 day auction
